designation,degree,premium,profile_pic,connected,username
CEO and Fonder at Procarona | Bangladeshi Serial Entrepreneur |,3,false,true,false,fjshadin
"Chief Executive Officer - BANGLADESH , MENA & NCD Countries | Board Member | EXCOM Member | Coach",3,false,true,false,ashishgoupal
3D Apparel Designer & Fit Technologist (Browzwear) || Cad Master (Lectra) || Pattern Designer || Graphic Designer,3,false,true,false,sanjoy-debnath-070b7320a
General Manager at Simplified Academy,2,false,true,false,sifu-wong-kar-wei-7682713b
Chairman at Powerfax Group,2,false,true,false,morshed-zaman-966aa0155
Managing Director at Simplex Construction & Commercial Ltd,3,false,true,false,peyashahmed
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
Managing Director & CEO at Cuboid Constructions Ltd,3,false,true,false,jamil-ahmed-rizvi-60070061
User Interface Designer Piqo Design,3,false,true,false,pourya-zamani-55575116b
Product Designer The Walt Disney Company,3,true,true,false,juliejihyunpark
Staff Designer Google,3,true,true,false,blotty
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
CHAIRMAN at THE GRANDEUR LINEAGE PLC,2,false,true,false,masud-kamal-ibn-abdul-khaleque-0a1714178
Reservations Manager at Booking Chance,3,false,true,false,moly-fouad-a2976a102
Executive Producer/Writer/TV Personality,2,false,true,false,herbie-j-pilato-a05875b4
Student / User Experience Designer UC Berkeley Extension,3,false,true,false,bethelehem-tesfaye-8b033967
UX Designer/Live Tester American Youth Literacy Foundation Inc,2,false,true,false,paulahn27
Independent User Experience Designer & Student Freelance,3,true,true,false,olena-matvyeyenko
Corporate Events Manager 3 West Club,2,false,true,false,lauramcmahon3
Chief Executive officer genius ad,2,false,true,false,zahidul-islam-jony-0828a41b1
Directeur du Centre des Arts Martiaux à Montpellier,3,false,true,false,aziz-kung-aziz-kung-fu-2587058b
Marketing Department Specialist GLOBAL TECH ADVANTAGE,2,false,true,false,scarletnoor
Senior UI Designer DIRECTV,3,false,true,false,camille-chan
Master of Social Science at University of Dhaka,3,false,true,false,naznin-akter-duhita-59745a143
Director of Rehabilitation Skilled Nursing Facility,3,false,true,false,andy-nam
Chairman,3,false,true,false,chowdhury-mohidul-haque-aap-48a77155
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
Master's degree at Jahangirnagar University,2,false,true,false,masudurrashied
Chine Martial Arts,2,false,true,false,kungfuakademi
Business Operation (Master Batch & Filler) project,2,false,true,false,sk-harun-or-rashid-01717385731
Consultant CohnReznick LLP,3,true,true,false,eric-hinojosa
UI Designer 2Brains Chile,2,false,true,false,genesis-urdaneta
Founder and CEO Rich IT,3,false,true,true,p32929
User Interface Designer Elizah Design,2,false,true,false,edalrymple
UX/UI Designer Instra.AI,2,true,true,false,vitng
"Certified Scrum Master (CSM), Certified Scrum Developer (CSD), Full Stack Developer",3,false,true,false,shibly-mohammad-401121107
Graphic Designer | Marketing Designer | Web/UI Designer | Creative Direction Broadway National Group,3,false,true,false,alianamanteria
UX Designer  Sporty Ventures,3,true,true,false,gisell-rosario
Graphic/Web Designer TenSource,2,false,true,false,kendra-spangler-14234a1b4
♦ Taking Businesses from Good to Great. ♦ When you want to be No 1 in your field ♦ Turning Your Business Into a Profit-generating Machine While Getting Your Time Back. ♦ Coaching is for champions,3,true,true,false,eddiewalshwckf
Tea Tasting Lounge & Shop,3,false,true,false,kung-fu-tea-b116003b
Chief Executive Officer at Sryjoyon group of ltd,3,false,true,false,rifat-hasan-4876a8213
Managing Director at 2 Wheels Fashion CEO at Fashion Group,3,false,true,false,shafiul-alam-prince-1b012377
Project Development Manager at 6sense,1,true,true,true,sabbir-ahmed-1b90b322a
UX / UI Developer and Designer Blue Fountain Media,3,false,true,false,jess-browne-762576120
Estudiante en Iutirla,3,false,true,false,kung-fu-panda-moya-a1776a69
Managing Director & CEO Bangladesh Petrochemical Company Limited,3,false,true,false,khadem-mahmud-yusuf-a84a2a7
Site Logistics Supervisor Terre des hommes foundation,3,false,true,false,md-shakatul-islam-416012165
Freelance Product Designer Freelance,3,true,true,false,michaelacamacho
UX Designer & Researcher Mach49,3,false,true,false,valeriemoreno1
Consultant & Director Operation CARe Medical College Hospital,3,false,true,false,ammshk-rizvy-6344ba13
On-Set Supervisor / CG Generalist at Zoic Studios,2,false,true,false,jasonleemarlow
Director of Brand & Marketing Bankrate,2,false,true,false,kylejbritt
SQA at 6sense | High Tech Software Agency,1,false,true,true,tarannum-islam-714b9b230
Managing Director & CEO at CEC Limited (Classic Engg. Corp. Ltd.),3,false,true,false,anhar-chowdhury-75b79027
Creative Director/Showrunner - Animation films and shows,2,false,true,false,tejapratap
Quality Assurance Manager at Apon Agro Food Products LTD,1,false,true,true,md-golam-shahriar-283227159
UI/UX Designer for PwC Insight Global,3,false,true,false,juliealaw
Student at Jan Nayak chandrashekhar University,2,false,true,false,kung-fu-panda-0767411b6
User Experience Designer KOS Technologies,2,true,true,false,khooshali-magoo
Product Designer Free Association,3,true,true,false,lydiading
UI/UX Product Designer adMarketplace,2,false,true,false,lexy-noh
Senior Recruiter at Ubisoft Mainz,3,false,true,false,tommasojakob
Customer Services at Chinese Kung Fu Hustle,2,false,true,false,kung-fu-shop-eric-00100330
Customer Acquisition Expert at Breaking Mars Inc,1,true,true,true,md-reyad-morshed-a64855189
Master's degree at Dhaka University of Engineering & Technology,3,false,true,false,biswajit-ghosh-39044912a
UX/UI Designer Quikix,2,false,true,false,samantha-bonnet
CEO & MANAGING DIRECTOR,3,false,true,false,d-m-emdadul-haque-79913a108
Product Designer Ford Motor Company,2,false,true,false,amruta-mali-85578746
General Manager (Head of Sales & Marketing),2,false,true,false,m-m-hossain-50023252
Chief Executive Officer at Rongom,3,false,true,false,sazidurrahma
M.B.S (Master’s) at Comilla Victoria Govt. College,3,false,true,false,md-mahosin-hossain-7b29b1181
Senior User Experience Designer (UX/UI/Visuals) Zynga,2,false,true,false,uxuivisual
SQA at 6sense | High Tech Software Agency,1,false,true,true,tarannum-islam-714b9b230
UI Designer EX3 Labs,3,true,true,false,laurenramos1
Digital Marketing lead at Shajao.com | Media buyer | Performance Marketer | 8.2M BDT Spent in Facebook Marketing,1,false,true,true,fazlerabbi0183
UI Designer Self-employed,3,false,true,false,nadira-shahin-919a21164
Master of Science - MS at Jahangirnagar University,2,false,true,false,jannatun-nayeem-b029821a3
UX Writer Mekari,2,false,true,false,irfandyaditya
UX/UI Designer Activism Always,2,true,true,false,kkholia
Master Trainer-PTE,3,false,true,false,md-shirazummunir-79931639
Master of Science(M.Sc.) in Computer Science & Engineering (MS-CSE) at North South University (NSU) Department of (ECE),2,false,true,false,jebun-n-moni-a6209252
CEO Americas  Elixinol Wellness Limited,2,true,true,false,tsiciliano
"Customer Acquisition Expert at Breaking Mars Inc | Sr. Executive, Support at Shajao.com",1,false,true,true,shahadat-hossain-673991225
Data Analyst at Bolt,2,false,true,false,hasantanvir79
UX/UI Designer Amazon Web Services (AWS),3,false,true,false,aimenawan
Expert Witness/Entrepreneur/Company Founder/Business Coach/Risk&QA/QC/Currently Upscaling $100B CapX into Operations,2,true,true,false,thomasyoungpe
Senior JavaScript Developer United Software Solutions: build your future don't outsource it!,2,true,true,false,yura-khvishchuk-aa8b07154
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
profesor en escuela de wushu kung fu la dinastia,2,false,true,false,escuela-de-wushu-kung-fu-la-dinastia-80680a123
Managing Director at Organo by Green Thumb Limited,2,false,true,false,shamshaider
Product Designer Audiience™,3,true,true,false,shuminchang50
--,3,false,true,false,manny-kung-fu-49820728
assistant dyeing master at The ABA Group,2,false,true,false,engr-rasheduzzaman-7942a41a0
Master of Education - MEd at BRAC University,2,false,true,false,imdadul-haque-sohan
"Student at Kwame Nkrumah'​ University of Science and Technology, Kumasi",2,false,true,false,kung-fu-kenny-86a0811a1
Director of Operations at Delta Composite Knitting Industries Limited,3,false,true,false,md-saif-uddin-8bbb0780
Chief Executive Officer at OSEAN Wear,2,false,true,false,tanvir-evan-53319b6b
CEO of Family mushroom farm ltd.,2,false,true,false,jobaer-ahmed-5a9211164
BUDDHIST KUNG FU FEDERATION OF INDIA,3,false,true,false,buddhist-kung-fu-7b7370209
UX/UI Designer Blizzard Entertainment,2,false,true,false,leticiajones
Chairman at Financial Excellence Limited,2,false,true,false,syed-ahmed-52a67b77
Junior UX/UI Designer  Booz Allen Hamilton,2,false,true,false,brigettesklar
Data Entry Clerk at Nabisco,3,false,true,false,kung-fu-2b0371163
Chief Executive Officer at Mikael Grard,2,false,true,false,mikaelgrard
UX/UI Design Consultant mintNFT,3,true,true,false,aaliyahgoes-ux
Chief Executive Officer at Purbachal Times Square Ltd,3,false,true,false,mohamad-hassan-663407215
UX/UI Designer Constellar Consultancy,2,false,true,false,sandrasong100
Accademia di arti marziali affiliata alla Federazione Europea Ving Tsun Kung Fu,2,false,true,false,ving-tsun-kung-fu-porto-recanati-tra-ancona-e-civitanova-marche-b4888059
--,3,false,true,false,c%C3%A2mara-shaolin-kung-fu-24673218b
Providing authentic Chinese Martial Arts (Wushu) instruction. Member of USA Wushu-Kungfu Federation and Training Center,2,false,true,false,wushu-kung-fu-fitness-center-839548a4
UI Designer / Product Designer Waste Management,3,false,true,false,gabrieladisarli
"UX Intern Lend-Grow, Inc.",3,false,true,false,jenny-jung-296774ba
Enterprise Sales Executive at T-Systems International GmbH,2,true,true,false,ahmetcoskun
Chief Executive Officer at Blue Lagoon Fashion,2,false,true,false,blue-lagoon-fashion-402635217
翻译员 - 功夫翻译公司,3,false,true,false,%E7%BF%BB%E8%AF%91-%E5%8A%9F%E5%A4%AB-3a3073132
Sr. UI Designer Kandji,2,false,true,false,annahiort
Estudiante en Universidad de Buenos Aires,3,false,true,false,kung-fu-067a531a1
Master of Computer Applications - MCA at Bangladesh University of Engineering and Technology,2,false,true,false,manjima-mohan-a64226213
UX/UI Designer BTCC,3,false,true,false,tracy-yang
Senior Project Management | CEH | PMP | Scrum Master | Cloud Architect,3,false,true,false,miltondatta
UX/UI Designer Headstorm,3,false,true,false,dannygentile
Designer Apple,3,false,true,false,beatriz3m
UX/UI Designer DecorMatters,3,true,true,false,tiffany-s-80644b4a
Memoir + Business Book Editor/Proofreader | Build Credibility ◾ Enhance Reputation ◾ Increase Quality ◾ Boost Sales,3,false,true,false,adelinehull
Co-Founder and Managing Partner Clerisy,3,true,true,false,alexandrawilkiswilson
UI Designer Left Field Labs,3,false,true,false,tarreatolbert
--,3,false,true,false,sobrenatural-kung-fu-953640209
"Studying Master's of Business administration in Human Resources Management at Independent University, Bangladesh",2,false,true,false,fatema-ferdous-mim-5b49a2158
Freelance Graphic Designer Arty-artichoke,3,false,true,false,alenabolshova
Efficient Deep Learning for Computer Vision,2,false,true,false,chun-fu-richard-chen-2aa05783
UX/UI Designer Scout Lab,3,false,true,false,sophie-westfall
UX Researcher and UI Designer  Lippert,2,false,true,false,kathelinecastin
UI/UX Designer Citi,3,false,true,false,glendacapdeville
UX/UI Designer Johnson & Johnson,3,false,true,false,crystal-talley-a16b69114
Pattern Master at Universal Menswear limited.,3,false,true,false,imran-hossain-324805169
SQA at Shajao.com,1,false,true,true,rubaia-islam-359687232
Chief Executive Officer at CBESC & jagoron organic and safe agro.,3,false,true,false,soispb
UX/UI Designer Composite Apps,3,false,true,false,debkimdesigns
Senior Interaction And UI Designer Astra,2,true,true,false,jonathan-hobson
SQA at Shajao.com,1,false,true,true,rubaia-islam-359687232
CEO at ARO Fashion International,2,false,true,false,ashik-hasan-b953b285
Web Developer JayBlues Technologies,2,false,true,false,bhm15
Assistant Laboratory Manager Ananta denim Technology Ltd At Ananta group,3,false,true,false,md-rabiul-islam-rabi-2702a7144
Creative Development at Netflix,3,false,true,false,scott-sakamoto-9924aa5
CEO at M/S Knitted Collars,2,false,true,false,mohammad-salim-1b7a56227
Co-Founder and CEO Bionic,2,true,true,false,davidskidder
Managing Partner at AAZURE International,2,false,true,false,mofazzel-hossain-23868614
"Martial Arts Trainer, Freelance translator & journalist",3,false,true,false,leandro-kung-fu-82937194
CEO & Agency Owner at Dhaka Logistics Network.,2,false,true,false,mohd-rabiul-alam-3275a55b
UI and Graphic Designer 500 Designs,2,false,true,false,judyangs
CEO - Fundador de ifahto,3,false,true,false,ignacio-famania-gastelum-a10998b3
Lead User Interface Designer Flowbox Studio,3,false,true,false,ahmadreza-shamohammadi
UI UX Design Student Springboard,2,false,true,false,rocio-camacho
Co-Founder & Managing Director EPHNY - Social Media Marketing,2,true,true,false,roemhild
Représentante du réseau d'affaires du Saint-Chamond Basket Vallée du Gier 🔴💼,2,false,true,false,marina-faure-management-evenement-sport-marketing-commercial-business-r%C3%A9seau
Chief Executive Officer (CEO) at e REXTENT LLC,2,false,true,false,masudranarextent
UX/UI Designer Intel Corporation,2,false,true,false,bhaktimai
Research Professional,3,false,true,false,kung-fu-panda-a5699689
"UI/UX Designer Stuller, Inc.",3,false,true,false,dillon-narcisse-375069166
"Lead Sound Design | UI Design Temporal, LLC",3,false,true,false,adam-said-
Master of Business Administration - MBA at University of Wales Trinity Saint David,3,false,true,false,nuwan-sanjeewa-93456395
Junior UX/UI Designer Superbolt,2,false,true,false,stellaannlee
UX/UI Designer Ammunition,2,false,true,false,emily-griffen
"Partner, Digital & Emerging Technology at EY",2,false,true,false,damienhudsondigital
UX UI Application Designer for Digital Archive of Newark Architecture (DANA) New Jersey Institute of Technology,2,true,true,false,prathameshghate98
,2,false,true,false,fabrice-kung-fu-077a669b
UI Designer Google,2,true,true,false,ssicaguo
professional dancer at dancing studios,2,false,true,false,kung-fu-sravan-2645a0207
Master of Business Administration - MBA at North South University,3,false,true,false,sajib-saha-8ba060179
UI/UX Designer P97 Networks,2,false,true,false,milantmathew
Senior Talent Acquisition Consultant,2,true,true,false,mklunder
UX UI Designer IHS Markit,3,false,true,false,yeonchoi
Master's of Commerce at National University of Bangladesh,3,false,true,false,razaul-siddike-953970146
Co-Founder  United Solution,2,false,true,false,bejanmoers
pattern Master with sensible fashion ltd Asrotex group,3,false,true,false,akikul-islam-0a3746190
Executive Director at JeansFellow Footwear Limited,3,false,true,false,tasmia-hussain-meha-209a661a0
UX Designer Fresenius Medical Care North America,3,false,true,false,geggkw
Jr UX/UI Designer MIADVG LLC,2,false,true,false,zhi-hong
"Owner, Paul Koh",2,false,true,false,bolawkungfu
Master of Science - MS in Statistics at Shahjalal University of Science and Technology,3,false,true,false,tanjila-akter
Physiology and Neurobiology Student at the University of Connecticut,3,false,true,false,swetha-prabhala-13bbaa1b7
UX/UI Designer  Freelance,2,false,true,false,joshualand-
UX & UI App Design Consultant  Cheepa (Start-up brand),2,false,true,false,mylescrawford1
UX/UI Designer Intellext,3,false,true,false,salma-bouftas-ba8b91141
User Experience Designer EPAM Systems,3,false,true,false,lina-gapchenko-3b76651a9
"Vegan Athlete | Brazilian living in Munich | Previously in Dubai | Ex- Technogym, TREK | 🌟 Ten Years Adding the Spark to Sales Teams 🌟 #BicyclesChangeLives",2,false,true,false,gustavo-ayres-netto-%E2%93%A5-66a262100
UI/UX Designer Seoul National University,2,false,true,false,yejoon-yoo-011005179
Story Editor / Head Writer Nickelodeon Animation,3,false,true,false,kendall-michele-haney
UX Designer Amazon,2,false,true,false,leila-akan
Karate Instructor at 10 Tigers Kung Fu,3,false,true,false,vamshi-kung-fu-master-b47329202
Chief Executive Officer at Lilac Education,2,false,true,false,dawlathossansakib
Founder & CEO at Bazari7,3,false,true,false,bablu-shofi-b6659913b
Branch Banker PNC,3,false,true,false,sonia-hashemi-883003134
UX/UI Designer Snap! Raise,2,false,true,false,laceyskinner
Intern M.M. Ispahani Limited,1,false,true,true,sumaiya-jannat-0a05581a5
Founder & CEO at ThemeShaper.net,2,false,true,false,mazed1
Full Stack Developer | .NET | NodeJS | PM | Solution Architect | Technology Manager | Cloud Architect | Certified Scrum Master,2,false,true,false,ajaydutta1
Managing Director at D Fashion,3,false,true,false,jems-d-fashion-91113154
Studying Master of Science in Aquaculture at University of Dhaka,3,false,true,false,snabilah1997
A Simple Man at White Dragon School of Shaolin Kung Fu,3,false,true,false,white-dragon-school-kung-fu-9b866626
Frontend Developer & ERP Expert,1,false,true,true,fazlecse
UX/UI/Product Designer Freelance,2,true,true,false,yishasu
tunisa chez Cuisine Mode d'Emploi(s),3,false,true,false,kung-fu-887765193
Kung Fu Tea Madison at Kung Fu Tea Madison,2,false,true,false,kung-fu-tea-366a67126
UI Designer Thinkful,2,false,true,false,abhisheksharmadesign
Director HEDIS Reporting at SCAN Health Plan,3,false,true,false,fuan-yue-kung-20549b62
CEO at MicroLayer Group,2,false,true,false,md-walied-bin-ali-26221425
--,2,false,true,false,asaduzzaman-tutul-a73b67219
"Retail Tech, Edu Tech, Ex Unilever.",3,false,true,false,firoz-uddin-ahmed-321507100
"Senior Writer, Decrypt",2,false,true,false,andrewhayward
UX/UI Designer  Firework,3,false,true,false,yangliustudio
UI Designer Analytic Partners,3,true,true,false,todd-crawford-a706814
Master of Business Administration - MBA at University of Dhaka,3,false,true,false,funalamgir
Digital Marketing Specialist at Breaking Mars Inc.,1,true,true,true,asiflikhon11
World heading Technology & Food businesses for all time [alhamdulillah Allah grant me these experiences] Emerging Asia markets: (i) open credit markets (ii) duty/tax/VAT & regulations complexity (iii) Affordable pricing,3,false,true,false,md-abdur-rouf-fca-mobile~ce~fmcg-lifestyle~lg-saumsung-nokia-bayer-883a8416
負責人 － 邑富國際有限公司,3,false,true,false,fu-chen-kung-2076b0a4
Master of Science - MS at The London School of Economics and Political Science (LSE),2,false,true,false,regina-cassandra-101a33212
Music Master at Jago FM 94.4,2,false,true,false,sowmitro-adhikary-3472419a
CEO at Advance Technology Solution,2,false,true,false,itbusinessconsultant
UI / UX Designer Amway,2,false,true,false,annagrynko
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
Instructor at Air Force,2,false,true,false,kung-fu-947520a
Program Coordinator Lower Columbia College,3,true,true,false,cole-derosier
Unreal Visualization Superviser at Technicolor,2,false,true,false,thomsontyler
UX Designer Xadel IT,3,false,true,false,abinayaa-venkatesh
SQA at 6sense | High Tech Software Agency,1,false,true,true,tarannum-islam-714b9b230
UX/ UI Designer DutySheet Ltd,2,false,true,false,sophia-g-2675681b2
"UX/UI Designer COSMOS GRACE, INC.",2,false,true,false,tamalatrinh
Lead Product Designer RevoGens,3,true,true,false,yoophoric
Accountant at Homewood Constructors Ltd.,3,false,true,false,iain-kung-fu-acadamy-1b474627
"Executive Strategist, Speaker, Writer, Musician Kent Gustavson",2,true,true,false,kentgustavson
--,2,false,true,false,kung-fu-jeff-4954bb9b
Sr. Product UX/UI Designer Socure,3,false,true,false,ambrrc
Operation Lead at Shajao.com,1,false,true,true,fazle-rabbee-0b23261b4
UX/UI Designer CyberSN,3,false,true,false,alyssaperel
Estudiante en ing civil,3,false,true,false,pepe-kung-fu-2523bb57
Senior UX/ UI Designer Big Lots Stores,3,false,true,false,hellocollins
Chairman at DoCommerce Ltd,3,false,true,false,muha-munnaf-hosen-06384648
Head of Marketing & Design Dine.Direct,2,false,true,false,delfina-paesani-rosello-107596182
User Experience Designer Reyna Michelle Design,2,false,true,false,reyna-martinez
--,2,false,true,false,carlinhos-kung-f%C3%BA-90014399
Master's degree at University of Leeds (On Study leave),2,false,true,false,md-nazmul-karim-a5546798
Senior UX / UI Designer Ontada,2,false,true,false,jetcd
UX/UI Designer YAPI,2,false,true,false,thunguyen-
CISO of Egged and Senior Consultant at EY-Hacktics,2,false,true,false,inbar-ben-tsion-regerman-cybersecurity-and-law
Transport Management Associate at Redx Cargo Parcel,1,false,true,true,md-alamin-shekh-7a4420214
Software Engineer at Brain Station 23 Limited | Professional SCRUM Master I | AWS Certified Solutions Architect - Associate,2,false,true,false,rctushar07
Product Designer Pvotal Technologies,2,false,true,false,hiokitlao
Founder & CEO Highrise Networks,3,true,true,false,forrestblake
Chief of Staff intern | Talent Spotter,3,true,true,false,jennifer-jin4507
UX/UI Designer MileMarker10,3,false,true,false,kianakady
UX/UI designer Indiebb,2,false,true,false,alyona-chechkova-77900a190
UX Designer Verizon,2,true,true,false,juliiiiezhu
"ESA Hungary Civil rep, CPO, Risk Management, ready to new experiences and tasks",3,true,true,false,krisztian-korom-102a00103
Chief Executive Officer at Safetytech Engineering Ltd.,3,false,true,false,mk-hassan-miraj-08365214b
Senior UX/UI Designer Jeremy Benjamin,2,false,true,false,jeremybenjamin1
UI Designer Territory Studio,3,false,true,false,ian-sterling-design
Professional Web Developer | YouTube Content Creator | Master instructor in Instructory.com,2,false,true,false,developer-sazzad
Customer Acquisition Expert at Breaking Mars Inc | Ex-Team Lead of Customer Support of Shajao.com,1,false,true,true,somaiya-mowrin-502a76182
Co-Founder Cheferkon Partners,2,false,true,false,gregorychew
Senior UI/UX Designer HEALTHX,3,false,true,false,sashank-pc-9a3059213
Graduate Teaching Assistant at University of Alberta,2,false,true,false,noshin-tabassum-887739206
CFO,2,true,true,false,beckerjens
UX | UI Designer BrainStation,3,false,true,false,josimatthews
CEO (Chief Executive Officer) at Jarcon Technology Ltd & Jarcon Electronics Ltd,2,false,true,false,engr-md-rezaul-munir-9a087747
Master in Disability Management and Rehabilitation at The Open University,3,false,true,false,dr-md-anwar-hossain-pt-anwar-143981b8
Chairman at S&S Cuisineurs,3,false,true,false,shezan-shams-83225b48
Pattern master at Jeans & Polo,2,false,true,false,md-masud-parves-pavel-b0985718a
Instruktor sztuk walk w Wing Tsun Kung Fu Warszawa,2,false,true,false,kungfuwarszawa
UX Designer student General Assembly,3,false,true,false,eugenia-esquivias-franco-23ba5a216
Creative Designer Freelance,2,false,true,false,nadiadvoinikova
Master of Business Administration - MBA at University of Dhaka,2,false,true,false,farah-ashika-noor-284642190
IT Support Analyst I Finance of America Companies,2,false,true,false,avani-ghetia
UX/UI Designer Callaway Golf,3,false,true,false,allysachung
Product Designer Red Ventures,2,true,true,false,rachelmeuler
UX | UI Designer Public Goods,3,false,true,false,bridgesblack
UX/UI Designer  IBM,3,false,true,false,reem-alturki
Master of Science - MS at University of Dhaka,3,false,true,false,sajal-kanti-howlader-14605355
--,2,false,true,false,fu-kung-huang-9353b219
Lead Product Designer SMARTROB Technologies,3,false,true,false,victoriannamdi11112223
UX/UI Designer Twenty Ideas,3,false,true,false,byfaithk
Master's Student,2,false,true,false,iftakharopu
User Interface Designer and Illustrator Dieren Design,2,false,true,false,nicholasdieren
Maestro kung fu y Sanda Esucela de artes marciales China,2,false,true,false,shaolin-y-wudang-kung-fu-arte-marcial-china-aa8b6a3a
User Experience Designer Boeing,3,true,true,false,colten-sturlaugson
UX Designer FutureSight,2,false,true,false,kunalmsheth
PROFESSIONAL FABRICS MANUFACTURER AND SUPPLIER WOVEN & KNITTED FROM CHINA). Hotline: +88 01722051321-WhatsApp/WeChat,2,false,true,false,enam-fabrics-a20614209
UX/UI Designer III Comcast,3,false,true,false,nickmitzian
Master of Business Administration - MBA at Stamford University Bangladesh,2,false,true,false,tanzil-ahmed-50aa96100
UX Researcher and Design With Pulp,2,false,true,false,ashleynchung
UX/UI Designer DLR Group,2,false,true,false,jenya-kornukh-10817b196
UX/UI Designer LIBERTY Dental Plan,2,true,true,false,sarah-khalid-41ba9329
"Martial Arts classes in Weston super Mare, Taunton and across Somerset.",3,false,true,false,somerset-wing-chun-kung-fu-659748150
UI Designer CVS Health,3,false,true,false,gracehueber
Associate product designer Paycom,3,false,true,false,tracy-fang-49169b1b3
UX/UI Designer ROI·DNA,2,false,true,false,shastamcbride
"Founder, Toureela",2,false,true,false,najibawajihamahboob
UI/UX Designer Fisker Inc,2,true,true,false,spencer-w-moore
FOUNDER & CEO,2,false,true,false,mohammad-habibur-rahman-a15084140
Chief Executive Officer at Droplet company ltd,2,false,true,false,alaminsumon1990
Founder and CEO at MD InfoTech,3,false,true,false,entrepreneur-morshed
"UX/UI Designer EcoDemand, LLC",3,false,true,false,fulingwu
Associate at Chinese Black Tiger Kung fu Associates,2,false,true,false,chinese-black-tiger-kung-fu-associates-538202143
UI/Interaction Designer (via Nelson) Google,2,false,true,false,aneripothiwala91
Interaction Designer Google,3,true,true,false,qingxia-joyaa-lin-40055291
UI Designer Carvana,2,true,true,false,mei-li-35635156
Senior Associate at Duff & Phelps,3,false,true,false,zining-li
Band Director at Kung Fu Chicken Fighters,2,false,true,false,kung-fu-chicken-fighters-78112a111
UX Content Strategist | Writer Google,3,true,true,false,zoe-samuel-8bb00210a
HTML Email Developer Fragrance.com,3,false,true,false,jennamalonedesign
User Experience / User Interface Designer WarnerMedia,2,false,true,false,kellykerler
Independent Director at Mutual Trust Bank Ltd.,2,false,true,false,nasreen-sattar-7056191b
UI/UX Designer Leia Inc.,3,false,true,false,lan-luo-design
domador de caballos,3,false,true,false,kung-fu-48a24626
Senior UX Designer Westinghouse Electric Company,3,true,true,false,kenshames
Jr. UX Designer MGM Resorts International,2,false,true,false,rwong616
Graphic Designer 自由职业,3,false,true,false,juan-zheng
UX Designer Broadridge,3,false,true,false,christian-morantus
"Director HR & Admin, Toma Group at Toma Group, Toma Constr & Co Ltd, Toma Taxi, Toma Gas Lt",2,false,true,false,brig-gen-mustafa-kamal-0a863050
Vice President Information Management AutoCanada,3,false,true,false,patrycja-kujawa-a0a47512
Visual Designer Mackin Talent,2,true,true,false,bayo-dare
President of EESoc | Final Year Computer Engineering @ Imperial College London,2,false,true,false,rishilppatel
User Experience Lead Digitas Health,3,false,true,false,lukemadeira-spkyfrsh
Master's degree at Jahangirnagar University,2,false,true,false,najnin-karim-r-5a77081bb
"Scrum Master at Softzino Technolog Limited(RSM,RPO,PRINCE2 certified)",2,false,true,false,maung-then-line-77668554
Intern M.M. Ispahani Limited,1,false,true,true,sumaiya-jannat-0a05581a5
Visual Designer 腾讯,3,false,true,false,ying-lei-b3baa9178
Sales Executive at Walt Disney World,2,false,true,false,kung-fu-panda-a69413140
UI Designer Avertra Corp,2,false,true,false,ayrehl-davis
Senior Assistant Vice President & Senior Risk Manager The City Bank Ltd,2,false,true,false,mohammad-hossain-455a441a4
"Open to Pre-Seed Funding For AI Based LinkedIn Automation Tools ""BreakingMars"" Inc",1,true,true,true,ahsan-aasim
UI/UX Designer Ally,2,false,true,false,k-ellsworth
UX/UI Designer Altrucoin,2,false,true,false,emilyitowu
ICT Master Instructor at Bangladesh Bureau of Educational Information and Statistics,3,false,true,false,salah-uddin-aziz-12404068
Cad Master  Pioneer Casual Wear Ltd,3,false,true,false,sm-asraful-934a891ab
In Progress,2,false,true,false,shaka-wilkerson-87343b1ab
organiger worldstour.com,2,false,true,false,ariful-arif-a155425a
Motion Designer/ UX designer Zyme balanz (Vibrant america),2,false,true,false,jamie-fang
CEO @ Kung Fu Data | Tmall Partner | Follow Me For All Things China Digital,2,true,true,false,joshagardner
"Master of Business Administration - MBA at Independent University, Bangladesh",2,false,true,false,meskat-hassan-khan-13sept3
Wing Chun Kung Fu Wing Chun Selfdefense System,2,false,true,false,wing-chun-kung-fu-249b3350
CEO ( Chief Executive Officer),3,false,true,false,md-golam-ahmed-kaiser-a25163170
Administração do WUSHU no estado do Rio de Janeiro na Liga Fluminense de Kung Fu,2,false,true,false,liga-fluminense-kung-fu-8a896426
Sr UX | UI Designer PartsSource Inc.,3,false,true,false,rachaelveal
UX/UI Designer SKIN NOTE INC,3,false,true,false,elsiezheng67
UX/UI Designer Apple,3,false,true,false,mehdi-roohian
--,2,false,true,false,troy-kung-fu-313582b8
Quality Assurance Manager at Apon Agro Food Products LTD,1,false,true,true,md-golam-shahriar-283227159
Digital Marketing Specialist at Breaking Mars Inc.,1,true,true,true,asiflikhon11
Chief Executive Officer (CEO) at AmirTec,3,false,true,false,bscamirhamja
